player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,last_first
129645,Roberto,Melchiorre,U,1974-01-20,ITA,,,Melchiorre R.
129646,Michele,Bruno Franco,U,1987-05-04,ITA,,,Bruno Franco M.
129647,Simone,La Pira,U,1983-05-06,ITA,,,La Pira S.
129648,Matteo,Accatino,U,1988-01-03,ITA,,,Accatino M.
129649,Giuseppe,Pagliarello,U,1976-10-30,ITA,,,Pagliarello G.
129650,Daniel,Moser,U,1989-05-03,NZL,,,Moser D.
129651,Daniel,Nevrkla,L,1988-05-12,CZE,,,Nevrkla D.
129652,Dhruv,Gupta,U,1989-02-08,IND,,,Gupta D.
129653,Emanuel,Rehola,R,1990-07-25,CZE,,,Rehola E.
129654,Roman,Hecko,U,1981-07-01,CZE,,,Hecko R.
129655,Martin,Kaspar,R,1989-10-17,CZE,,,Kaspar M.
129656,Anton,Talle,U,1982-02-23,USA,,,Talle A.
129657,Ulraih,Capaul,U,1988-09-09,USA,,,Capaul U.
129658,Tomas,Bod,U,1989-08-19,SVK,,,Bod T.
129659,Tomas,Mandulak,U,1989-11-08,SVK,,,Mandulak T.
129660,Dara,Mcloughlin,R,1986-06-05,IRL,,,Mcloughlin D.
129661,Paul,Foley,U,1988-01-04,IRL,,,Foley P.
129662,Darragh,Rowan,U,1986-10-10,IRL,,,Rowan D.
129663,Simon,Wrafter,R,1988-09-13,IRL,,,Wrafter S.
129664,Adrian,Carapcea,U,1985-06-01,ROU,,,Carapcea A.
129665,Federico,Montalenti,U,1985-12-06,ITA,,,Montalenti F.
129666,Francisco,Charters,R,1991-08-05,POR,,,Charters F.
129667,Georgy,Burtsev,U,1991-09-12,RUS,,,Burtsev G.
129668,Martin,Eilers,U,1978-08-20,GER,,,Eilers M.
129669,Phillip,Eilers,U,1986-04-04,GER,,,Eilers P.
129670,Israel,Sevilla Maruhenda,U,1978-04-11,ESP,,,Sevilla Maruhenda I.
129671,Jose Ramon,Llompart,U,,ESP,,,Llompart J.
129672,Bartolome,Castro,U,,ESP,,,Castro B.
129673,Harry,Sanchez Plummer,U,1989-12-20,ESP,,,Sanchez Plummer H.
129674,Jose Luis,Diaz,U,,ESP,,,Diaz J.
129675,Ryan,Heller,U,1985-04-04,USA,,,Heller R.
129676,Jakub,Musznski,U,1988-06-17,POL,,,Musznski J.
129677,Christopher,Kucharski,U,1989-12-05,POL,,,Kucharski C.
129678,Gracjan,Przewlocki,U,1986-06-17,POL,,,Przewlocki G.
129679,Maciej,Wojcik,U,1986-07-11,POL,,,Wojcik M.
129680,Marcin,Gosieniecki,U,1982-02-02,POL,,,Gosieniecki M.
129681,Robert,Van Straaten,U,1985-04-10,NED,,,Van Straaten R.
129682,Xavier,Brito,U,1984-02-09,ECU,,,Brito X.
129683,Edwin,Coellar,U,1986-03-20,ECU,,,Coellar E.
129684,Antonio,Brito,U,1985-06-15,ECU,,,Brito A.
129685,Juraj,Sudra,U,1977-06-23,SVK,,,Sudra J.
129686,Alexis,Carracedo,U,1988-04-02,CHI,,,Carracedo A.
129687,Jake,Brougham,U,1990-02-12,USA,,,Brougham J.
129688,Brian,Cory,U,1966-02-15,USA,,,Cory B.
129689,Landon,Browne,U,1987-04-27,USA,,,Browne L.
129690,Patrick,Tool,U,1986-07-04,USA,,,Tool P.
129691,John,Goodrich,U,1984-10-01,USA,,,Goodrich J.
129692,Miro,Beran,U,1975-01-09,USA,,,Beran M.
129693,Roman,Vaskine,U,1990-08-12,RUS,,,Vaskine R.
129694,Valentin,Kryuchkov,U,1982-08-29,RUS,,,Kryuchkov V.
129695,Vladislav,Gilmanshin,U,1989-02-19,RUS,,,Gilmanshin V.
129696,Russell,Woolwright,U,1984-02-01,GBR,,,Woolwright R.
129697,Sebastian,Jackson,U,1971-12-30,GBR,,,Jackson S.
129698,John,Jordan,L,1991-01-05,GBR,,,Jordan J.
129699,Peter,Murray,U,1986-01-10,GBR,,,Murray P.
129700,Michael,Tolman,U,1984-05-17,GBR,,,Tolman M.
129701,Martin,Dalton,U,1988-04-23,GBR,,,Dalton M.
129702,Gustavo,Russo,U,1987-08-02,BRA,,,Russo G.
129703,Alexandre,Astolfi,U,1989-06-25,BRA,,,Astolfi A.
129704,Cauli,Ferraz,U,1988-05-26,BRA,,,Ferraz C.
129705,Jan,Popov,U,1989-10-12,FIN,,,Popov J.
129706,Riku,Vikman,U,1990-04-26,FIN,,,Vikman R.
129707,Federico,Bolognesi,U,1988-09-24,ITA,,,Bolognesi F.
129708,Iskander,Latipov,U,1989-07-25,RUS,,,Latipov I.
129709,Andres,Lovado,U,1988-05-16,COL,,,Lovado A.
129710,Yulfredis,Almenarez,U,1989-12-16,COL,,,Almenarez Y.
129711,Sergio Eduardo,Lopez Ramirez,U,1990-10-18,COL,,,Lopez Ramirez S.
129712,Jorge,Hormaechea Nunez,U,1988-02-14,ESP,,,Hormaechea Nunez J.
129713,Stefan,Privee,U,1989-12-01,BEL,,,Privee S.
129714,Justin,Kates,U,1982-05-20,CAN,,,Kates J.
129715,Porus,Jetli,U,1984-12-08,USA,,,Jetli P.
129716,Mark,Clemente,U,1986-05-19,USA,,,Clemente M.
129717,Obid,Ikramov,U,1990-09-29,UZB,,,Ikramov O.
129718,Anvar,Kadirov,U,1987-05-19,UZB,,,Kadirov A.
129719,Rustam,Rafikov,U,1991-07-09,UZB,,,Rafikov R.
129720,Roman,Ogarkov,U,1989-01-04,RUS,,,Ogarkov R.
129721,Shane,Collins,U,1986-11-24,USA,,,Collins S.
129722,Alexandre,Labrosse,U,1988-02-07,CAN,,,Labrosse A.
129723,Julien,Gauthier,U,1989-04-18,CAN,,,Gauthier J.
129724,Claudio,Andrade,U,1991-12-26,BRA,,,Andrade C.
129725,Andrea,Marcon,U,1973-11-28,BLR,,,Marcon A.
129726,Alexandru,Zorlentan,U,1990-02-10,ROU,,,Zorlentan A.
129727,Cornel,Mirciov,U,1988-11-08,AUS,,,Mirciov C.
129728,Andrey,Morozov,U,1990-04-03,RUS,,,Morozov A.
129729,Fedor,Kapitonov,U,1990-07-14,RUS,,,Kapitonov F.
129730,Mervin,Smit,U,1979-04-20,NED,,,Smit M.
129731,Leonardo,Squarzon,U,1973-06-18,ARG,,,Squarzon L.
129732,Carlos,Brentano,U,1990-04-22,BRA,,,Brentano C.
129733,Marcos,Gregol,U,1987-08-17,BRA,,,Gregol M.
129734,Daniel,Canellas,U,1990-01-06,BRA,,,Canellas D.
129735,Renan,Nardelli,U,1988-06-02,BRA,,,Nardelli R.
129736,Felipe,Poffo,U,1991-03-20,BRA,,,Poffo F.
129737,Herbert,Jerich,R,1978-06-28,AUT,,,Jerich H.
129738,Juan,Escobar,R,1991-05-15,ECU,,,Escobar J.
129739,Daniel,Belovic,U,1988-09-28,SUI,,,Belovic D.
129740,Federico,Smanio,U,1990-03-27,SUI,,,Smanio F.
129741,Bastien,Tonus,U,1989-08-15,SUI,,,Tonus B.
129742,Bastien,Bonami,R,1990-05-28,FRA,,,Bonami B.
129743,Jeremie,Lehner,U,1990-03-01,SUI,,,Lehner J.
129744,Karlo,Pintaric,U,1989-07-10,SLO,,,Pintaric K.
129745,Roman,Juhas,U,,SVK,,,Juhas R.
129746,Stanislav,Glukhov,U,1989-06-03,RUS,,,Glukhov S.
129747,Alexei,Vassilkov,U,1990-12-26,RUS,,,Vassilkov A.
129748,Michal,Dzupin,U,1986-10-18,SVK,,,Dzupin M.
129749,Kyrylo,Baysak,U,1990-11-07,UKR,,,Baysak K.
129750,Svyatoslav,Prylutsky,R,1991-07-22,UKR,,,Prylutsky S.
129751,Artur,Bondar,U,1988-05-27,UKR,,,Bondar A.
129752,Ivan,Karasyov,L,1986-06-10,UKR,,,Karasyov I.
129753,Gautier,Vasseur,R,1983-05-05,POL,,,Vasseur G.
129754,Kim,Hamacher,U,1985-08-15,GER,,,Hamacher K.
129755,Vladislav,Shamin,U,1988-06-11,RUS,,,Shamin V.
129756,Jonathan,Florez Cohen,U,1988-11-10,ESP,,,Florez Cohen J.
129757,Francisco Antonio,Dominguez Diaz,U,1990-11-21,ESP,,,Dominguez Diaz F.
129758,Francisco,Perez Mora,U,1990-09-19,ESP,,,Perez Mora F.
129759,Manuel,Carame Borges,U,1990-05-31,ESP,,,Carame Borges M.
129760,Pawel,Zielinski,U,1990-11-15,POL,,,Zielinski P.
129761,Pepe Juan,Caballero,U,,ESP,,,Caballero P.
129762,Joan Manel,Cardona,U,,ESP,,,Cardona J.
129763,Felipe,Cirne Lima,U,1989-07-07,BRA,,,Cirne Lima F.
129764,Rafael,Ferla,R,1990-01-10,BRA,,,Ferla R.
129765,Ismar,Salcinovic,U,1988-05-20,BIH,,,Salcinovic I.
129766,Esteban,Torres,U,1989-09-12,ECU,,,Torres E.
129767,Ernesto,Duque,U,1971-10-13,ECU,,,Duque E.
129768,Paul,Espinoza,U,1987-11-04,ECU,,,Espinoza P.
129769,Diego,Paliz,U,1982-07-07,ECU,,,Paliz D.
129770,Ricardo,Serrano,U,1985-12-23,ECU,,,Serrano R.
129771,Mauricio,Rojas,U,1957-02-13,ECU,,,Rojas M.
129772,Pablo,Herrera,U,1990-02-10,ECU,,,Herrera P.
129773,Sebastian,Esquetini,U,1989-04-28,ECU,,,Esquetini S.
129774,Paul,Pilatuna,U,1986-09-07,ECU,,,Pilatuna P.
129775,Joshua,Egas,U,1988-07-06,ECU,,,Egas J.
129776,Gustavo,Pilatuna,U,1970-06-15,ECU,,,Pilatuna G.
129777,Christian,Saavedra,U,1975-06-28,COL,,,Saavedra C.
129778,Alexandros,Panagodimos,U,1989-12-14,GRE,,,Panagodimos A.
129779,Julian,Lema,U,1986-09-09,COL,,,Lema J.
129780,Jose,Rodriguez,R,1980-11-20,COL,,,Rodriguez J.
129781,Camilo,Tocancipa,U,1989-03-21,COL,,,Tocancipa C.
129782,Frederic,Thebault,U,1968-08-17,FRA,,,Thebault F.
129783,Feldric,Belkanem,U,1986-11-01,FRA,,,Belkanem F.
129784,Yann,Neveu,U,1974-06-08,FRA,,,Neveu Y.
129785,Benoit,Dole,U,1973-10-23,FRA,,,Dole B.
129786,Boris,Garcia Anton,U,1990-01-31,ESP,,,Garcia Anton B.
129787,Oscar,Colomina Gay,R,1990-10-30,ESP,,,Colomina Gay O.
129788,Miguel,Rosas Landa,U,1986-08-02,MEX,,,Rosas Landa M.
129789,Sang Lo,Lee,U,1985-08-08,KOR,,,Lee S.
129790,Myung Shik,Yeo,U,1986-03-06,KOR,,,Yeo M.
129791,Dong Joo,Lee,U,1991-03-23,KOR,,,Lee D.
129792,Andrew,Brigham,U,1990-01-15,GBR,,,Brigham A.
129793,Franco,Forester,U,1987-04-28,URU,,,Forester F.
129794,Fabiano,Da Cruz,U,,BRA,,,Da Cruz F.
129795,Adalberto,Bono,U,1981-08-24,BRA,,,Bono A.
129796,Tarcisio,Souza,R,1988-10-01,BRA,,,Souza T.
129797,Charles Antoine,Peladeau,U,1987-03-18,CAN,,,Peladeau C.
129798,Slavko,Radman Livaja,U,1984-08-31,CRO,,,Radman Livaja S.
129799,Jin Huang,Yoo,U,1989-09-13,PAR,,,Yoo J.
129800,Nicolas,Arrellaga,R,1989-11-30,PAR,,,Arrellaga N.
129801,Matias,Caceres,U,1988-10-12,PAR,,,Caceres M.
129802,Rodrigo,Castelnovo,U,1990-04-23,PAR,,,Castelnovo R.
129803,Eduardo,Munoz,R,1989-11-12,PAR,,,Munoz E.
129804,Nicolas,Corvalan,U,1985-07-24,PAR,,,Corvalan N.
129805,Andres,Cepede,U,1988-02-23,PAR,,,Cepede A.
129806,Chris,Hopkins,R,1990-04-10,AUS,,,Hopkins C.
129807,Nikita,Zotov,R,1989-01-26,RUS,,,Zotov N.
129808,Eemeli,Jamsen,U,1988-11-01,FIN,,,Jamsen E.
129809,Linus,Hietaniemi,U,1989-02-06,FIN,,,Hietaniemi L.
129810,Eugeniy,Kruzhko,U,1989-02-25,UKR,,,Kruzhko E.
129811,Oleg,Khotkov,U,1990-03-11,UKR,,,Khotkov O.
129812,Denys,Alyeksyeyev,U,1986-06-24,UKR,,,Alyeksyeyev D.
129813,Nikita,Kuzovnikov,U,,UKR,,,Kuzovnikov N.
129814,Ivan,Ivanov,U,1988-06-24,UKR,,,Ivanov I.
129815,Alexandr,Kushnir,U,1990-01-15,UKR,,,Kushnir A.
129816,Carlos,Cardenas,U,1986-05-20,ECU,,,Cardenas C.
129817,Ronald,Bermudez,R,1989-07-20,ECU,,,Bermudez R.
129818,Santiago,Ordonez,R,1989-03-01,ECU,,,Ordonez S.
129819,Andy,Rohon,U,1990-11-07,ECU,,,Rohon A.
129820,Daniel,Valverde,U,1991-08-14,ECU,,,Valverde D.
129821,Esteban,Ordonez,U,1987-06-20,ECU,,,Ordonez E.
129822,Nick,Maurillo,U,1987-11-11,USA,,,Maurillo N.
129823,Brandon Christopher,Corace,U,1986-10-18,USA,,,Corace B.
129824,Chan,Ly,U,1969-12-24,USA,,,Ly C.
129825,Paul,Heckler,U,1990-11-16,USA,,,Heckler P.
129826,Alex,Parry,U,1988-03-23,GBR,,,Parry A.
129827,Charlie,Goode,U,1990-02-21,GBR,,,Goode C.
129828,Hugo,Martinez,U,1991-05-07,MEX,,,Martinez H.
129829,Jose Carlos,Velazquez,R,1986-10-31,MEX,,,Velazquez J.
129830,Bertrand,Sautron,U,,FRA,,,Sautron B.
129831,Sylver,Schorgen,U,1990-09-15,FRA,,,Schorgen S.
129832,Maxime,Draillard,U,1976-02-14,FRA,,,Draillard M.
129833,Cesar,Grobel,R,1989-09-18,BRA,,,Grobel C.
129834,Gareth,Greenwood,L,1980-08-01,RSA,,,Greenwood G.
129835,Brett,Lagerwall,U,1988-01-29,RSA,,,Lagerwall B.
129836,Mohamed,Ibrahim,U,1990-08-10,RSA,,,Ibrahim M.
129837,Nicholas,Moxley,U,1982-01-14,USA,,,Moxley N.
129838,Bastian,Schuetz,U,1988-02-23,GER,,,Schuetz B.
129839,Felipe,Araya Roman,R,1988-05-02,CHI,,,Araya Roman F.
129840,Sebastian,Livingstone,U,1974-10-23,CHI,,,Livingstone S.
129841,Rodrigo,Cabezas,U,1972-03-20,CHI,,,Cabezas R.
129842,Diego,Jimenez,U,,CHI,,,Jimenez D.
129843,Juan,Millanao,U,1984-11-19,CHI,,,Millanao J.
129844,Sebastian,Muniz,U,1991-01-23,CHI,,,Muniz S.
129845,Julio Cesar,Bugueno,U,1989-10-27,CHI,,,Bugueno J.
129846,Pablo,Galarce,U,1980-06-03,CHI,,,Galarce P.
129847,Brett,Hillier,R,1988-05-27,AUS,,,Hillier B.
129848,Maciej,Behnke,U,1989-12-22,POL,,,Behnke M.
129849,Jimmy,Asp,U,1986-03-21,SWE,,,Asp J.
129850,Joseph,Newman,U,1989-09-30,USA,,,Newman J.
129851,Mark,Silva,U,1988-05-23,CAN,,,Silva M.
129852,Nikola,Prpic,U,1986-01-13,CRO,,,Prpic N.
129853,Federico,Levi,U,1985-06-18,ARG,,,Levi F.
129854,Tomas,Tancredi,U,1990-10-07,BRA,,,Tancredi T.
129855,Eduardo,Eli,U,1991-02-15,BRA,,,Eli E.
129856,Benjamin,Rodriguez,U,1988-09-16,ECU,,,Rodriguez B.
129857,Juan Xavier,Ponce,L,1989-08-08,ECU,,,Ponce J.
129858,Jose Manuel,Figueira,U,1992-02-02,VEN,,,Figueira J.
129859,Dang Ngoc,Vinh,U,1991-01-25,VIE,,,Vinh D.
129860,Antonio,Maiorano,U,1991-05-07,ITA,,,Maiorano A.
129861,Stefano,Briganti,U,,ITA,,,Briganti S.
129862,Salvador,Garcia Villa,U,1983-11-10,MEX,,,Garcia Villa S.
129863,Owen,Long,U,1988-07-28,USA,,,Long O.
129864,Luis,Rangel,U,1976-01-19,MEX,,,Rangel L.
129865,Andreas,Viesca,R,1988-07-19,MEX,,,Viesca A.
129866,Juan Manuel,Munoz,U,,MEX,,,Munoz J.
129867,Rafael,Arana,U,1988-01-18,MEX,,,Arana R.
129868,Luis Francisco,Contreras,U,1988-10-04,MEX,,,Contreras L.
129869,Ricardo,Jonguitud,U,,MEX,,,Jonguitud R.
129870,Olive,Martin,U,,ARG,,,Martin O.
129871,Luis Oswaldo,Arriaga,U,1986-07-27,MEX,,,Arriaga L.
129872,Omar,Aboussalham,U,1986-11-26,MAR,,,Aboussalham O.
129873,Hamza,Benboubker,U,1990-12-26,MAR,,,Benboubker H.
129874,Nelson,Cortes Leiva,R,1987-07-21,BRA,,,Cortes Leiva N.
129875,Eduardo,Luz,U,1991-06-17,BRA,,,Luz E.
129876,Guilherme,Joesting,U,1991-05-08,BRA,,,Joesting G.
129877,Diogo,Santos,U,1989-06-09,BRA,,,Santos D.
129878,Gustavo,Guerin,R,1989-06-05,BRA,,,Guerin G.
129879,Raphael,Simard Machado,U,1991-03-13,BRA,,,Simard Machado R.
129880,Franco,Mata,U,1977-07-12,MOZ,,,Mata F.
129881,Carlos Alberto,Alferez Bohorquez,L,1992-06-03,ESP,,,Alferez Bohorquez C.
129882,Javier,De Paiz Ferrer,U,1989-08-26,ESP,,,De Paiz Ferrer J.
129883,Daniel,Pokorny,U,1988-10-26,CZE,,,Pokorny D.
129884,Petr,Satral,R,1989-12-06,CZE,,,Satral P.
129885,Jan,Lysy,R,1975-05-01,CZE,,,Lysy J.
129886,Artjom,Agamov,R,1990-04-24,GER,,,Agamov A.
129887,Mareno,Heinecke,U,1988-02-02,GER,,,Heinecke M.
129888,Christopher,Rea,U,1985-03-17,USA,,,Rea C.
129889,Richard,Del Nunzio,R,1993-12-07,USA,,,Del Nunzio R.
129890,Derek,Di Fazio,U,1976-07-01,USA,,,Di Fazio D.
129891,Patrick,Olobo,U,1984-03-06,UGA,,,Olobo P.
129892,Marin,Rosovic,U,1981-05-03,CRO,,,Rosovic M.
129893,Luka,Zunic,U,1984-03-12,CRO,,,Zunic L.
129894,Matthias,Kidler,R,1990-05-07,GER,,,Kidler M.
129895,Emil,Setic,R,1989-02-10,CRO,,,Setic E.
129896,Dae Woe,Shin,U,1988-05-11,KOR,,,Shin D.
129897,Dae Young,Kim,U,1988-04-13,KOR,,,Kim D.
129898,Jae Jun,Kwak,U,1988-06-25,KOR,,,Kwak J.
129899,Girts Jr,Dzelde,U,1988-04-01,LAT,,,Dzelde G.
129900,Mark,Rosslein,U,,GER,,,Rosslein M.
129901,Phillipp,Hoffmann,U,1988-01-12,GER,,,Hoffmann P.
129902,Simon,Spano,U,,GER,,,Spano S.
129903,Kwong,Fu,U,1975-09-04,HKG,,,Fu K.
129904,Jeffrey,Zungunde,U,1989-02-25,GBR,,,Zungunde J.
129905,Jiri,Kana,U,1988-08-18,CZE,,,Kana J.
129906,Kacper,Rams,R,1990-06-30,POL,,,Rams K.
129907,Martin,Orsula,U,1983-01-09,SVK,,,Orsula M.
129908,Erik,Halaj,U,1991-01-29,SVK,,,Halaj E.
129909,Pavel,Durcov,U,1984-07-23,SVK,,,Durcov P.
129910,Tomas,Sevcov,U,1989-08-30,SVK,,,Sevcov T.
129911,Marat,Sharipov,U,1987-03-31,KAZ,,,Sharipov M.
129912,Ivan,Lidzar,U,1989-12-13,KAZ,,,Lidzar I.
129913,Maxim,Prasolov,U,1990-08-20,RUS,,,Prasolov M.
129914,Ruslan,Kuzdenbayev,U,,KAZ,,,Kuzdenbayev R.
129915,Joaquin,Munoz Bejarano,U,1975-07-19,ESP,,,Munoz Bejarano J.
129916,Gianandrea,Heyer,U,1987-09-28,SUI,,,Heyer G.
129917,Andreas,Wojciechowski,U,,GER,,,Wojciechowski A.
129918,Christoph,Munster,U,1985-09-29,GER,,,Munster C.
129919,Carlos Alberto,Romiti,R,1983-06-28,ITA,,,Romiti C.
129920,Edoardo,Poli,R,1991-08-06,ITA,,,Poli E.
129921,Daniele,Vaccaro,U,1986-06-29,ITA,,,Vaccaro D.
129922,Alexander,Cherman,U,1989-01-31,AUS,,,Cherman A.
129923,Marcos,Garcia De Torres,U,,ESP,,,Garcia De Torres M.
129924,Robert,Lee,U,1991-05-15,GBR,,,Lee R.
129925,Juan Diego,Cuadrado Moreno,U,1991-03-13,ESP,,,Cuadrado Moreno J.
129926,Drew,Eberly,U,1985-06-12,USA,,,Eberly D.
129927,Scott,Lieberman,U,1987-09-01,USA,,,Lieberman S.
129928,Egor,Fedotov,U,1989-09-13,RUS,,,Fedotov E.
129929,Rado,Be Harvel,U,1989-10-05,FRA,,,Be Harvel R.
129930,Thibaud,Pech,U,,FRA,,,Pech T.
129931,Bob,Van Der Laar,R,1987-08-23,NED,,,Van Der Laar B.
129932,Lorcan,Kelleher,R,1990-05-31,IRL,,,Kelleher L.
129933,Fiachra,Lennon,R,1981-09-25,IRL,,,Lennon F.
129934,Shaun,Herry,U,,USA,,,Herry S.
129935,Brandon,Gallegos,U,1991-04-19,USA,,,Gallegos B.
129936,Nick,Ames,R,1984-02-19,GBR,,,Ames N.
129937,Francis,Hazelwood,R,1987-05-30,GBR,,,Hazelwood F.
129938,Philip,Whalley,R,1984-07-22,GBR,,,Whalley P.
129939,Ryan,Crampton,U,1988-06-18,GBR,,,Crampton R.
129940,Santiago,Lobelo,U,1991-05-17,COL,,,Lobelo S.
129941,Leo,Sarria,U,1990-02-04,COL,,,Sarria L.
129942,Juan Felipe,Cardoso Guzman,R,1991-01-14,COL,,,Cardoso Guzman J.
129943,Leonardo,Bertozzi,U,1963-07-17,ITA,,,Bertozzi L.
129944,Emanuele,Ribezzi,U,,ITA,,,Ribezzi E.
129945,Pedro Xavier,Munoz,U,1988-08-08,ECU,,,Munoz P.
129946,Sebastian,Ulloa,U,,ECU,,,Ulloa S.
129947,Rommel,Bucheli,R,1990-03-16,ECU,,,Bucheli R.
129948,Javier,Urdaneta Martinez,U,1989-07-01,VEN,,,Urdaneta Martinez J.
129949,Randall,Fiorentino,U,,USA,,,Fiorentino R.
129950,Javier,Cornejo,U,1988-02-02,ECU,,,Cornejo J.
129951,Michal,Bartoszewski,U,1990-06-24,POL,,,Bartoszewski M.
129952,Szymon,Czopik,U,1988-05-03,POL,,,Czopik S.
129953,Wojciech,Banasik,U,1990-08-27,POL,,,Banasik W.
129954,Michal,Biegala,U,1987-04-04,POL,,,Biegala M.
129955,Andrzei,Hantke,R,1989-12-07,POL,,,Hantke A.
129956,Adam,Przybyszewski,U,1984-08-23,POL,,,Przybyszewski A.
129957,Radoslaw,Rosiak,U,1987-01-21,POL,,,Rosiak R.
129958,Tomasz Marek,Mrozowski,U,1990-03-09,POL,,,Mrozowski T.
129959,Anthony,Lefevers,U,1974-05-30,USA,,,Lefevers A.
129960,Jorge,Jorge,R,1989-01-23,PER,,,Jorge J.
129961,Parrish,Preston,R,1962-11-26,USA,,,Preston P.
129962,Andres,Escalante,U,1987-01-06,VEN,,,Escalante A.
129963,Hunter,Gerlach,R,1985-09-12,USA,,,Gerlach H.
129964,David,Birkas,U,,GER,,,Birkas D.
129965,David,Marcotte,R,1989-05-03,CAN,,,Marcotte D.
129966,Alexandre,Duval,R,1988-06-18,CAN,,,Duval A.
129967,Benjamin,Raynauld,R,1987-04-26,CAN,,,Raynauld B.
129968,Othman,Zerouali Ouariti,U,1988-09-24,CAN,,,Zerouali Ouariti O.
129969,Denis,Chekushin,U,1990-05-06,RUS,,,Chekushin D.
129970,Dmitri,Suslov,U,1988-01-13,RUS,,,Suslov D.
129971,Javier,Rubio Morillo,U,1986-08-14,ESP,,,Rubio Morillo J.
129972,Diego,Benavent Nunez,U,1990-02-06,ESP,,,Benavent Nunez D.
129973,Javier,Bernabe Balas,U,1988-12-02,ESP,,,Bernabe Balas J.
129974,Max,Sjovall,U,1986-07-10,FIN,,,Sjovall M.
129975,Timo,Koskivuori,U,1983-07-22,FIN,,,Koskivuori T.
129976,Pietari,Erko,U,1979-01-13,FIN,,,Erko P.
129977,Carl,Ho,U,1990-02-12,CAN,,,Ho C.
129978,Nick,Tchernikov,U,1991-01-15,CAN,,,Tchernikov N.
129979,Ravil,Karimov,U,1986-05-13,UZB,,,Karimov R.
129980,Murod,Ibragimov,U,1991-07-19,UZB,,,Ibragimov M.
129981,Filipp,Grishutkin,R,1990-08-19,UZB,,,Grishutkin F.
129982,Laziz,Mirzalimov,R,1990-09-05,UZB,,,Mirzalimov L.
129983,Jahongir,Radjiev,U,,UZB,,,Radjiev J.
129984,Bakhodyr,Sharipov,U,1988-08-22,UZB,,,Sharipov B.
129985,Ugun,Bekmuradov,U,1986-04-27,UZB,,,Bekmuradov U.
129986,Andrey,Bodrilin,U,1972-01-20,RUS,,,Bodrilin A.
129987,Petr,Demidov,U,1989-10-17,RUS,,,Demidov P.
129988,Samuel,Silva,U,1989-01-04,BRA,,,Silva S.
129989,Raphael,Trindade,U,1987-03-20,BRA,,,Trindade R.
129990,Daniel,Gonzalez,U,1991-01-11,BRA,,,Gonzalez D.
129991,Claudiney,Nascimento,U,1980-04-01,BRA,,,Nascimento C.
129992,Bernardo,Lipschitz,R,1991-10-04,BRA,,,Lipschitz B.
129993,Andros,Putyera,U,1984-01-01,SVK,,,Putyera A.
129994,Yan,Arnautovic,U,1984-01-01,SRB,,,Arnautovic Y.
129995,Raphael,Almeida,U,1980-11-29,BRA,,,Almeida R.
129996,Enrico,Porro,U,1984-08-05,ITA,,,Porro E.
129997,Jonathan,Jaklitsch,U,1989-03-31,USA,,,Jaklitsch J.
129998,Roby,Parlade,R,1980-09-28,USA,,,Parlade R.
129999,Xavier,Araque,U,1983-01-01,ECU,,,Araque X.
130000,Nicolas,Torres,U,1979-06-15,CHI,,,Torres N.
130001,Juan Xavier,Munoz,R,1990-01-03,ECU,,,Munoz J.
130002,Cedric,Benoit,U,1987-03-31,SUI,,,Benoit C.
130003,Hicham,Lahbabi,U,,MAR,,,Lahbabi H.
130004,Jochen,Moser,U,,GER,,,Moser J.
130005,Cedric,Waelchli,U,1975-11-16,SUI,,,Waelchli C.
130006,Andreas,Schadler,U,1990-01-05,AUT,,,Schadler A.
130007,Patrick,Petutschnig,U,1984-07-09,AUT,,,Petutschnig P.
130008,Sergey,Solodkiy,U,1990-01-26,UKR,,,Solodkiy S.
130009,Illya,Safiulin,U,1991-06-10,UKR,,,Safiulin I.
130010,Anton,Fatin,R,1977-02-22,RUS,,,Fatin A.
130011,Alexander,Berezhyniuk,U,1989-07-22,UKR,,,Berezhyniuk A.
130012,Andreii,Andriienko,R,1990-04-04,UKR,,,Andriienko A.
130013,Vladimir,Romanchenko,U,1987-10-13,UKR,,,Romanchenko V.
130014,Dmytro,Nezhivoy,R,1989-09-06,UKR,,,Nezhivoy D.
130015,Alessio,Mocchi,U,1992-02-23,ITA,,,Mocchi A.
130016,Massimiliano,Sirchio,U,1965-05-18,ITA,,,Sirchio M.
130017,Matteo,Avellini,U,1985-05-11,ITA,,,Avellini M.
130018,Lorenzo,Tarpani,U,1975-10-16,ITA,,,Tarpani L.
130019,Benjamin,Schmid,U,1979-09-25,GER,,,Schmid B.
130020,Carlo,Valsecchi,U,1972-07-24,ITA,,,Valsecchi C.
130021,Dennis,Cristello,R,1987-05-19,ITA,,,Cristello D.
130022,Constantin,Mercas,U,,ROU,,,Mercas C.
130023,Octavian,Dinuta,U,1987-04-13,ROU,,,Dinuta O.
130024,Adrian,Mosoi,U,1986-01-05,ROU,,,Mosoi A.
130025,Hendrik,Petzel,U,,GER,,,Petzel H.
130026,Lukas,Lomberg,R,1988-05-14,GER,,,Lomberg L.
130027,Maximillian,Scheiter,U,1988-04-07,GER,,,Scheiter M.
130028,Matteo,Repetto,U,1988-08-03,ITA,,,Repetto M.
130029,Luca,Vigesi,U,1990-06-09,ITA,,,Vigesi L.
130030,Samuel,Danchet,R,1985-03-17,FRA,,,Danchet S.
130031,Daniel,Rubio Moreno,U,1989-11-13,ESP,,,Rubio Moreno D.
